Sl. No.,Name,Urban Status,State Code,State/                                               Union territory*,District Code,District
1654,Harda,M,28,Andhra Pradesh,19,Nellore
1655,Hardoi,C.T.,27,Maharashtra,32,Ratnagiri
1656,Harduaganj,C.T.,30,Goa,1,North Goa 
1657,Hardwar,M,8,Rajasthan,24,Bhilwara
1658,Hargaon,M.B.,9,Uttar Pradesh,11,Bulandshahr 
1659,Harharia Chak,N.P.,9,Uttar Pradesh,21,Pilibhit
1660,Hariana,N.P.,9,Uttar Pradesh,19,Budaun
1661,Harihar,M.Corp.,29,Karnataka,4,Gulbarga
1662,Hariharpur,T.M.C,29,Karnataka,2,Bagalkot
1663,Harij,N.A.C.,1,Jammu & Kashmir,2,Baramula
1664,Haripur,C.T.,19,West Bengal,11,North Twentyfour Parganas
1665,Harishpur,C.T.,20,Jharkhand,13,Bokaro
1666,Harpalpur,M,20,Jharkhand,16,Lohardaga
1667,Harpanahalli,T.P,33,Tamil Nadu,1,Thiruvallur
1668,Harrai,M,23,Madhya Pradesh,7,Guna
1669,Harraiya,T.M.C,29,Karnataka,27,Chamarajanagar
1670,Harsud,N.P.,9,Uttar Pradesh,19,Budaun
1671,Harur,M,28,Andhra Pradesh,22,Anantapur
1672,Harveypatti,M.Corp.,28,Andhra Pradesh,17,Guntur
1673,Hasanpur,N.A.C.,21,Orissa,27,Rayagada
1674,Hasayan,M.Cl.,3,Punjab,1,Gurdaspur
1675,Hassan,M.Cl.,6,Haryana,18,Gurgaon
1676,Hassanpur,C.T.,6,Haryana,18,Gurgaon
1677,Hastinapur,N.P.,23,Madhya Pradesh,14,Rewa
1678,Hastsal,C.T.,19,West Bengal,3,Koch Bihar 
1679,Hata,T.P.,29,Karnataka,4,Gulbarga
1680,Hatgachha,M.B.,9,Uttar Pradesh,30,Kannauj
1681,Hathin,M.B.,9,Uttar Pradesh,36,Jhansi
1682,Hathras,M.Cl.,3,Punjab,11,Firozpur
1683,Hatibandha,M,32,Kerala,7,Thrissur
1684,Hatkachora,M,19,West Bengal,9,Barddhaman 
1685,Hatod,M.Corp.,18,Assam,6,Kamrup
1686,Hatpipalya,M.Corp.,23,Madhya Pradesh,4,Gwalior
1687,Hatsimla,N.T.A,11,Sikkim,2,West
1688,Hatta,N.P.,9,Uttar Pradesh,68,Sant Ravidas Nagar
1689,Hatti,C.T.,10,Bihar,22,Bhagalpur
1690,Hatti Gold Mines,M,19,West Bengal,11,North Twentyfour Parganas
1691,Haveri,M.Cl.,27,Maharashtra,15,Nanded
1692,Hazaribag,C.T.,9,Uttar Pradesh,61,Azamgarh
1693,Hebbagodi,T.C.,18,Assam,20,North Cachar Hills
1694,Hebbalu,N.P.,9,Uttar Pradesh,46,Barabanki
1695,Heggadadevanakote,M.B.,18,Assam,23,Hailakandi
1696,Herbertpur,M.C,6,Haryana,18,Gurgaon
1697,Heriok,N.A.C.,1,Jammu & Kashmir,2,Baramula
1698,Herohalli,C.T.,3,Punjab,5,Hoshiarpur
1699,Hesla,M,10,Bihar,18,Vaishali
1700,Highways,I.N.A.,24,Gujarat,22,Surat
1701,Hijuli,M.B.,9,Uttar Pradesh,3,Bijnor
1702,Hilsa,M,19,West Bengal,15,Medinipur 
1703,Himatnagar,M,19,West Bengal,3,Koch Bihar 
1704,Hindalgi,M.B.,5,Uttaranchal,11,Nainital
1705,Hindaun,M,19,West Bengal,11,North Twentyfour Parganas
1706,Hindoria,T.P.,29,Karnataka,10,Uttara Kannada
1707,Hindupur,M,24,Gujarat,17,Panch Mahals
1708,Hindustan Paper Corporation Ltd. Township Area Panchgram,C.T.,20,Jharkhand,18,Purbi Singhbhum
1709,Hindusthan Cables Town,M,24,Gujarat,8,Surendranagar
1710,Hinganghat,M.Cl.,2,Himachal Pradesh,6,Hamirpur
1711,Hingoli,M.B.,9,Uttar Pradesh,38,Hamirpur
1712,Hinjilicut,T.C.,18,Assam,19,Karbi Anglong
1713,Hirakud,N.P.,9,Uttar Pradesh,45,Allahabad 
1714,Hiranagar,N.P.,3,Punjab,16,Sangrur
1715,Hirapur,N.A.C.,1,Jammu & Kashmir,1,Kupwara
1716,Hirekerur,T.M.C,29,Karnataka,11,Haveri
1717,Hiriyur,M.Cl.,6,Haryana,12,Hisar
1718,Hisar,N.P.,23,Madhya Pradesh,14,Rewa
1719,Hisua,M,8,Rajasthan,2,Hanumangarh
1720,Hnahthial,T.P.,33,Tamil Nadu,25,Theni
1721,Hodal,M.Crop.,19,West Bengal,16,Haora 
1722,Hojai,M.B.,9,Uttar Pradesh,9,Ghaziabad
1723,Holalkere,M,23,Madhya Pradesh,36,Harda
1724,Holenarsipur,M.B.,9,Uttar Pradesh,25,Hardoi
1725,Homnabad,N.P.,9,Uttar Pradesh,12,Aligarh
1726,Honavar,M.B.,5,Uttaranchal,13,Hardwar
1727,Honnali,N.P.,9,Uttar Pradesh,24,Sitapur
1728,Hoovina Hadagalli,C.T.,19,West Bengal,7,Murshidabad 
1729,Hosabettu,M.Cl.,3,Punjab,5,Hoshiarpur
1730,Hosanagara,C.M.C,29,Karnataka,14,Davanagere
1731,Hosdurga,N.P.,9,Uttar Pradesh,56,Sant Kabir Nagar
1732,Hoshangabad,M,24,Gujarat,3,Patan
1733,Hoshiarpur,C.T.,19,West Bengal,9,Barddhaman 
1734,Hoskote,C.T.,19,West Bengal,9,Barddhaman 
1735,Hospet,N.P.,23,Madhya Pradesh,9,Chhatarpur
1736,Hosur,T.P.,29,Karnataka,14,Davanagere
1737,Howli,N.P.,23,Madhya Pradesh,43,Chhindwara
1738,Howraghat,N.P.,9,Uttar Pradesh,55,Basti
1739,Hubbathala,N.P.,23,Madhya Pradesh,29,East Nimar
1740,Hubli-Dharwad,T.P.,33,Tamil Nadu,5,Dharmapuri
1741,Hugli-Chinsurah,T.P.,33,Tamil Nadu,24,Madurai
1742,Hukeri,M.B.,9,Uttar Pradesh,6,Jyotiba Phule Nagar
1743,Huligal,N.P.,9,Uttar Pradesh,13,Hathras
1744,Hunasamaranahalli,C.M.C,29,Karnataka,23,Hassan
1745,Hungund,M.C.,6,Haryana,19,Faridabad
1746,Hunsur,N.P.,9,Uttar Pradesh,7,Meerut
1747,Hupari,C.T.,7,Delhi *,7,West
1748,Hussainabad,N.P.,9,Uttar Pradesh,59,Kushinagar
1749,Hussainpur,C.T.,19,West Bengal,16,Haora 
1750,Hyderabad,M.C.,6,Haryana,19,Faridabad
1751,Hyderabad M.Corp,M.B.,9,Uttar Pradesh,13,Hathras
1752,Ibrahimpur,C.T.,21,Orissa,5,Sundargarh
1753,Ichalkaranji,C.T.,22,Chhattisgarh,15,Bastar
1754,Ichchapuram,N.P.,23,Madhya Pradesh,26,Indore
1755,Ichchhapor,N.P.,23,Madhya Pradesh,23,Dewas
1756,Ichhapur Defence  Estate,C.T.,19,West Bengal,9,Barddhaman 
1757,Ichhawar,M,23,Madhya Pradesh,12,Damoh
1758,Idar,C.T.,29,Karnataka,6,Raichur
1759,Idikarai,N.A.C,29,Karnataka,6,Raichur
1760,Idukki Township,T.M.C,29,Karnataka,11,Haveri
1761,Igatpuri,M,20,Jharkhand,4,Hazaribag
1762,Iglas,C.T.,29,Karnataka,20,Bangalore
1763,Ikauna,C.T.,29,Karnataka,26,Mysore
1764,Iklehra,T.P.,29,Karnataka,26,Mysore
1765,Ilampillai,N.P.,5,Uttaranchal,5,Dehradun
1766,Ilanji,N.P.,14,Manipur,5,Thoubal
1767,Ilkal,C.T.,29,Karnataka,20,Bangalore
1768,Iltifatganj Bazar,C.T.,20,Jharkhand,4,Hazaribag
1769,Iluppaiyurani,T.P.,33,Tamil Nadu,25,Theni
1770,Iluppur,C.T.,19,West Bengal,14,Puruliya
1771,Imphal,N.A.,10,Bihar,27,Nalanda
1772,Inam Karur,M,24,Gujarat,5,Sabar Kantha
1773,Indapur,C.T.,29,Karnataka,1,Belgaum
1774,Indergarh,M,8,Rajasthan,9,Karauli
1775,Indi,N.P.,23,Madhya Pradesh,12,Damoh
1776,"Indian Telephone Industry, Mankapur (Sp. Village)",M,28,Andhra Pradesh,22,Anantapur
1777,Indore,C.T.,18,Assam,23,Hailakandi
1778,Indragarh,C.T.,19,West Bengal,9,Barddhaman 
1779,Indranagar,M.Cl.,27,Maharashtra,8,Wardha
1780,Indri,M.Cl.,27,Maharashtra,16,Hingoli
1781,Injambakkam,N.A.C.,21,Orissa,19,Ganjam
1782,Iringaprom,N.A.C.,21,Orissa,3,Sambalpur
1783,Irinjalakuda,N.A.C.,1,Jammu & Kashmir,14,Kathua
1784,Iriveri,C.T.,23,Madhya Pradesh,45,Balaghat
1785,Irugur,T.P.,29,Karnataka,11,Haveri
1786,Isagarh,T.M.C,29,Karnataka,13,Chitradurga
1787,Islamnagar,M.Cl.,6,Haryana,12,Hisar
1788,Islampur,N.A.,10,Bihar,36,Nawada
1789,Isnapur,C.T.,15,Mizoram,6,Lunglei
1790,Isri,M.C.,6,Haryana,19,Faridabad
1791,Itanagar,M.B.,18,Assam,10,Nagaon
1792,Itarsi,T.P.,29,Karnataka,13,Chitradurga
1793,Itaunja,T.M.C,29,Karnataka,23,Hassan
1794,Jabalpur,T.M.C,29,Karnataka,5,Bidar
1795,Jabalpur Cantt.,T.P.,29,Karnataka,10,Uttara Kannada
1796,Jadugora,T.P.,29,Karnataka,14,Davanagere
1797,Jafarabad,T.P.,29,Karnataka,12,Bellary
1798,Jafarpur,C.T.,32,Kerala,1,Kasaragod
1799,Jaffrabad,T.P.,29,Karnataka,15,Shimoga
1800,Jafrabad,T.P.,29,Karnataka,13,Chitradurga
1801,Jagadanandapur,M,23,Madhya Pradesh,37,Hoshangabad
1802,Jagadhri,M.Cl.,3,Punjab,5,Hoshiarpur
1803,Jagadishpur,T.M.C,29,Karnataka,21,Bangalore Rural
1804,Jagalur,C.M.C,29,Karnataka,12,Bellary
1805,Jagathala,M,33,Tamil Nadu,5,Dharmapuri
1806,Jagatsinghapur,T.C.,18,Assam,5,Barpeta
1807,Jagdalpur,T.C.,18,Assam,19,Karbi Anglong
1808,Jagdishpur,C.T.,33,Tamil Nadu,11,The Nilgiris
1809,Jaggayyapet,M.Corp.,29,Karnataka,9,Dharwad
1810,Jagiroad,M,19,West Bengal,12,Hugli 
1811,Jagner,T.P.,29,Karnataka,1,Belgaum
1812,Jagraon,T.P.,33,Tamil Nadu,11,The Nilgiris
1813,Jagtaj,C.T.,29,Karnataka,20,Bangalore
1814,Jagtial,T.P.,29,Karnataka,2,Bagalkot
1815,Jahanabad,T.M.C,29,Karnataka,26,Mysore
1816,Jahangirabad,C.T.,27,Maharashtra,34,Kolhapur
1817,Jahangirpur,N.A.,20,Jharkhand,2,Palamu
1818,Jahazpur,C.T.,3,Punjab,3,Kapurthala
1819,Jainagar,N.P.,9,Uttar Pradesh,26,Unnao
1820,Jaipur,M.Corp.,28,Andhra Pradesh,5 & 6,Hyderabad and Rangareddi
1821,Jairampur,C.T.,9,Uttar Pradesh,61,Azamgarh
1822,Jais,M.Cl.,27,Maharashtra,34,Kolhapur
1823,Jaisalmer,M,28,Andhra Pradesh,11,Srikakulam
1824,Jaisinghnagar,C.T.,24,Gujarat,22,Surat
1825,Jaitaran,C.T.,19,West Bengal,11,North Twentyfour Parganas
1826,Jaithara,N.P.,23,Madhya Pradesh,33,Sehore
1827,Jaithari,M,24,Gujarat,5,Sabar Kantha
1828,Jaitu,T.P.,33,Tamil Nadu,12,Coimbatore
1829,Jaitwara,T.S.,32,Kerala,9,Idukki
1830,Jajapur,M.Cl.,27,Maharashtra,20,Nashik
1831,Jakhal Mandi,N.P.,9,Uttar Pradesh,12,Aligarh
1832,Jala Kendua,N.P.,9,Uttar Pradesh,51,Shrawasti
1833,Jalakandapuram,C.T.,23,Madhya Pradesh,43,Chhindwara
1834,Jalalabad,T.P.,33,Tamil Nadu,8,Salem
1835,Jalali,T.P.,33,Tamil Nadu,29,Tirunelveli
1836,Jalalpore,T.M.C,29,Karnataka,2,Bagalkot
1837,Jalalpur,N.P.,9,Uttar Pradesh,48,Ambedaker Nagar
1838,Jalandhar,T.P.,33,Tamil Nadu,28,Toothukudi
1839,Jalandhar Cantt.,T.P.,33,Tamil Nadu,22,Pudukkottai
1840,Jalaun,M.Cl.,14,Manipur,6 & 7,Imphal West & Imphal East
1841,Jalda,T.P.,33,Tamil Nadu,14,Kapur
1842,Jalesar,M.Cl.,27,Maharashtra,25,Pune
1843,Jaleswar,N.P.,23,Madhya Pradesh,5,Datia
1844,Jalgaon,T.M.C,29,Karnataka,3,Bijapur
1845,Jalgaon (Jamod),C.T.,9,Uttar Pradesh,53,Gonda
1846,Jalladiampet,M.Corp.,23,Madhya Pradesh,26,Indore
1847,Jallaram Kamanpur,M,8,Rajasthan,23,Bundi
1848,Jalna,C.T.,16,Tripura,1,West Tripura 
1849,Jalor,M.C.,6,Haryana,6,Karnal
1850,Jalpaiguri,C.T.,33,Tamil Nadu,3,Kancheepuram
1851,Jam Jodhpur,C.T.,32,Kerala,7,Thrissur
1852,Jamadoba,M,32,Kerala,7,Thrissur
1853,Jamai,C.T.,32,Kerala,2,Kannur
1854,Jamalpur,T.P.,33,Tamil Nadu,12,Coimbatore
1855,Jambai,N.P.,23,Madhya Pradesh,7,Guna
1856,Jambusar,N.P.,9,Uttar Pradesh,19,Budaun
1857,Jamhaur,M,19,West Bengal,4,Uttar Dinajpur
1858,Jamkhandi,N.A.,10,Bihar,27,Nalanda
1859,Jamkhed,C.T.,28,Andhra Pradesh,4,Medak
1860,Jammalamadugu,C.T.,20,Jharkhand,6,Giridih
1861,Jammu,C.T.,12,Arunachal Pradesh,4,Papum Pare
1862,Jammu Cantonment,M,23,Madhya Pradesh,37,Hoshangabad
1863,Jamnagar,N.P.,9,Uttar Pradesh,27,Lucknow
1864,Jamshedpur,M.Corp.,23,Madhya Pradesh,39,Jabalpur
1865,Jamshila,C.B.,23,Madhya Pradesh,39,Jabalpur
1866,Jamtara,C.T.,20,Jharkhand,18,Purbi Singhbhum
1867,Jamui,N.P.,9,Uttar Pradesh,64,Jaunpur
1868,Jamul,C.T.,19,West Bengal,11,North Twentyfour Parganas
1869,Jamuria,C.T.,7,Delhi *,3,North East
1870,Janakpur Road,C.T.,33,Tamil Nadu,4,Vellore
1871,Jandiala,M,24,Gujarat,13,Amreli
1872,Jangaon,C.T.,19,West Bengal,10,Nadia 
1873,Jangipur,M.Cl.,6,Haryana,3,Yamunanagar
1874,Jansath,C.T.,19,West Bengal,16,Haora 
1875,Jaora,T.P.,29,Karnataka,14,Davanagere
1876,Jaridih Bazar,T.P.,33,Tamil Nadu,11,The Nilgiris
1877,Jarjapupeta,N.A.C.,21,Orissa,11,Jagatsinghapur
1878,Jarwal,M,22,Chhattisgarh,15,Bastar
1879,Jasdan,M,10,Bihar,29,Bhojpur
1880,Jashpur nagar,N.P.,28,Andhra Pradesh,16,Krishna
1881,Jasidih,C.T.,18,Assam,9,Marigaon
1882,Jaspur,N.P.,9,Uttar Pradesh,15,Agra
1883,Jasrana,M.Cl.,3,Punjab,9,Ludhiana
1884,Jaswantnagar,C.T.,19,West Bengal,7,Murshidabad 
1885,Jata Chhapar,M,28,Andhra Pradesh,3,Karimnagar
1886,Jatani,N.P.,9,Uttar Pradesh,21,Pilibhit
1887,Jatara,M.B.,9,Uttar Pradesh,11,Bulandshahr 
1888,Jatari,N.P.,9,Uttar Pradesh,10,Gautam Buddha Nagar
1889,Jaunpur,M,8,Rajasthan,24,Bhilwara
1890,Jawad,N.A.,10,Bihar,5,Madhubani
1891,Jawaharnagar (Gujarat Refinery),M.Corp.,8,Rajasthan,12,Jaipur
1892,Jawai,C.T.,12,Arunachal Pradesh,12,Changlang
1893,Jawalamukhi,M.B.,9,Uttar Pradesh,28,Rae Bareli
1894,Jawar,M,8,Rajasthan,16,Jaisalmer
1895,Jawhar,N.P.,23,Madhya Pradesh,16,Shahdol
1896,Jayankondam,M,8,Rajasthan,20,Pali
1897,Jaygaon,N.P.,9,Uttar Pradesh,17,Etah
1898,Jaynagar Mazilpur,N.P.,23,Madhya Pradesh,16,Shahdol
1899,Jaysingpur,M.Cl.,3,Punjab,13,Faridkot
1900,Jehanabad,N.P.,23,Madhya Pradesh,13,Satna
1901,Jejuri,M,21,Orissa,13,Jajapur
1902,Jemari,M.C.,6,Haryana,10,Fatehabad
1903,Jemari  (J.K. Nagar Township),C.T.,19,West Bengal,16,Haora 
1904,Jena,T.P.,33,Tamil Nadu,8,Salem
1905,Jeron Khalsa,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
1906,Jetia,N.P.,9,Uttar Pradesh,3,Bijnor
1907,Jetpur Navagadh,M.Cl.,3,Punjab,11,Firozpur
1908,Jevargi,M.B.,9,Uttar Pradesh,22,Shahjahanpur
1909,Jewar,N.P.,9,Uttar Pradesh,12,Aligarh
1910,Jeypur,C.T.,24,Gujarat,24,Navsari
1911,Jhabrera,M.B.,9,Uttar Pradesh,48,Ambedaker Nagar
1912,Jhabua,M.Corp.,3,Punjab,4,Jalandhar
1913,Jhagrakhand,C.B.,3,Punjab,4,Jalandhar
1914,Jhajha,M.B.,9,Uttar Pradesh,35,Jalaun 
1915,Jhajjar,C.T.,21,Orissa,5,Sundargarh
1916,Jhalawar,M.B.,9,Uttar Pradesh,17,Etah
1917,Jhalda,N.A.C.,21,Orissa,8,Baleshwar
1918,Jhalrapatan,M.Cl.,27,Maharashtra,3,Jalgaon
1919,Jhalu,C.T.,27,Maharashtra,32,Ratnagiri
1920,Jhanjharpur,M.Cl.,27,Maharashtra,4,Buldana
1921,Jhansi,C.T.,33,Tamil Nadu,3,Kancheepuram
1922,Jhansi Rly. Settlement,C.T.,28,Andhra Pradesh,3,Karimnagar
1923,Jhargram,M.Cl.,27,Maharashtra,18,Jalna
1924,Jharia,M,8,Rajasthan,18,Jalor
1925,Jharia Khas,M,19,West Bengal,2,Jalpaiguri 
1926,Jharoda Majra Burari,M,24,Gujarat,10,Jamnagar
1927,Jharsuguda,C.T.,20,Jharkhand,12,Dhanbad
1928,Jhinjhak,M,23,Madhya Pradesh,43,Chhindwara
1929,Jhinjhana,M,10,Bihar,24,Munger
1930,Jhinkpani,T.P.,33,Tamil Nadu,10,Erode
1931,Jhorhat,M,24,Gujarat,21,Bharuch
1932,Jhumpura,N.A.,10,Bihar,34,Aurangabad
1933,Jhumri Tilaiya,T.M.C,29,Karnataka,2,Bagalkot
1934,Jhundpura,C.T.,27,Maharashtra,26,Ahmadnagar
1935,Jhunjhunun,C.T.,28,Andhra Pradesh,20,Cuddapah
1936,Jhusi,M.C.,1,Jammu & Kashmir,13,Jammu
1937,Jhusi Kohna,C.B.,1,Jammu & Kashmir,13,Jammu
1938,Jiaganj Azimganj,M.Corp.,24,Gujarat,10,Jamnagar
1939,Jind,N.A.,20,Jharkhand,18,Purbi Singhbhum
1940,Jintur,C.T.,9,Uttar Pradesh,70,Sonbhadra
1941,Jiran,N.A.,20,Jharkhand,11,Dumka
1942,Jirapur,M,10,Bihar,37,Jamui
1943,Jiribam,N.P.,22,Chhattisgarh,10,Durg
1944,Jiwan Pur alias Johri Pur,M,19,West Bengal,9,Barddhaman 
1945,Jiyanpur,N.A.,10,Bihar,4,Sitamarhi
1946,Jobat,M.Cl.,3,Punjab,2,Amritsar
1947,Jobner,N.P.,3,Punjab,4,Jalandhar
1948,Joda,N.P.,28,Andhra Pradesh,9,Warangal
1949,Jodhpur,M,19,West Bengal,7,Murshidabad 
1950,Jog Falls,N.P.,9,Uttar Pradesh,65,Ghazipur
1951,Jogbani,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
1952,Jogendranagar,M,23,Madhya Pradesh,20,Ratlam
1953,Jogindarnagar,C.T.,20,Jharkhand,13,Bokaro
1954,Jolarpet,C.T.,28,Andhra Pradesh,12,Vizianagaram
1955,Jona Pur,N.P.,9,Uttar Pradesh,50,Bahraich
1956,Jonai Bazar,M,24,Gujarat,9,Rajkot
1957,Jorapokhar,N.P.,22,Chhattisgarh,3,Jashpur
1958,Jorethang,N.A.,20,Jharkhand,7,Deoghar
1959,Jorhat,M.B.,5,Uttaranchal,12,Udham Singh Nagar
1960,Joshimath,N.P.,9,Uttar Pradesh,16,Firozabad
1961,Joshipura,M.B.,9,Uttar Pradesh,31,Etawah
1962,Jot Kamal,C.T.,23,Madhya Pradesh,43,Chhindwara
1963,Joura,M,21,Orissa,17,Khordha
1964,Jourian,N.P.,23,Madhya Pradesh,8,Tikamgarh
1965,Joya,N.P.,9,Uttar Pradesh,12,Aligarh
1966,Jubbal,M.B.,9,Uttar Pradesh,64,Jaunpur
1967,Jugial,N.P.,23,Madhya Pradesh,18,Neemuch
1968,Jugsalai,I.N.A.,24,Gujarat,19,Vadodara
1969,Julana,M.B.,17,Meghalaya,7,Jaintia Hills
1970,Junagadh,N.P.,2,Himachal Pradesh,2,Kangra
1971,Junagarh,N.P.,23,Madhya Pradesh,33,Sehore
1972,Junnar,M.Cl.,27,Maharashtra,21,Thane
1973,Jutogh,T.P.,33,Tamil Nadu,17,Ariyalur
1974,Jyoti Khuria,C.T.,19,West Bengal,2,Jalpaiguri 
1975,Kabnur,M,19,West Bengal,18,South Twentyfour Parganas
1976,Kabrai,M.Cl.,27,Maharashtra,34,Kolhapur
1977,Kachhauna Patseni,M,10,Bihar,33,Jehanabad 
1978,Kachhla,M.Cl.,27,Maharashtra,25,Pune
1979,Kachhwa,C.T.,19,West Bengal,9,Barddhaman 
1980,Kachnal Gosain,C.T.,19,West Bengal,9,Barddhaman 
1981,Kachu Pukur,C.T.,20,Jharkhand,13,Bokaro
1982,Kadachira,N.P.,23,Madhya Pradesh,8,Tikamgarh
1983,Kadamakkudy,C.T.,19,West Bengal,11,North Twentyfour Parganas
1984,Kadambur,M,24,Gujarat,9,Rajkot
1985,Kadathur,T.P.,29,Karnataka,4,Gulbarga
1986,Kadaura,N.P.,9,Uttar Pradesh,10,Gautam Buddha Nagar
1987,Kadayal,M,21,Orissa,29,Koraput
1988,Kadayampatti,N.P.,5,Uttaranchal,13,Hardwar
1989,Kadayanallur,M,23,Madhya Pradesh,24,Jhabua
1990,Kadi,N.P.,22,Chhattisgarh,1,Koriya
1991,Kadipur,N.A.,10,Bihar,37,Jamui
1992,Kadiri,M.C,6,Haryana,15,Jhajjar
1993,Kadirur,M,8,Rajasthan,32,Jhalawar
1994,Kadodara,M,19,West Bengal,14,Puruliya
1995,Kadungalloor,M,8,Rajasthan,32,Jhalawar
1996,Kadur,N.P.,9,Uttar Pradesh,3,Bijnor
1997,Kagal,N.A.,10,Bihar,5,Madhubani
1998,Kaghaznagar,M.B.,9,Uttar Pradesh,36,Jhansi
1999,Kailaras,C.B.,9,Uttar Pradesh,36,Jhansi
2000,Kailasahar,ITS,9,Uttar Pradesh,36,Jhansi
2001,Kailashpur,M,19,West Bengal,15,Medinipur 
2002,Kailudih,N.A.,20,Jharkhand,12,Dhanbad
2003,Kaimganj,C.T.,20,Jharkhand,12,Dhanbad
2004,Kairana,C.T.,7,Delhi *,2,North
2005,Kaithal,M,21,Orissa,2,Jharsuguda
2006,Kaithoon,N.P.,9,Uttar Pradesh,33,Kanpur Dehat
2007,Kajora,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
2008,Kakarhati,C.T.,20,Jharkhand,17,Pashchimi Singhbhum
2009,Kakching,C.T.,19,West Bengal,16,Haora 
2010,Kakching Khunou,C.T.,21,Orissa,6,Kendujhar
2011,Kakdihi,M,20,Jharkhand,5,Kodarma
2012,Kakgaina,N.P.,23,Madhya Pradesh,2,Morena
2013,Kakinada,M,8,Rajasthan,5,Jhunjhunun
2014,Kakod,N.P.,9,Uttar Pradesh,45,Allahabad 
2015,Kakori,C.T.,9,Uttar Pradesh,45,Allahabad 
2016,Kakrala,M,19,West Bengal,7,Murshidabad 
2017,Kaladungi,M.Cl.,6,Haryana,9,Jind
2018,Kalakkad,M.Cl.,27,Maharashtra,17,Parbhani
2019,Kalamassery,N.P.,23,Madhya Pradesh,18,Neemuch
2020,Kalamb,N.P.,23,Madhya Pradesh,30,Rajgarh
2021,Kalambe Turf Thane,M.Cl.,14,Manipur,7,Imphal East
2022,Kalambur,C.T.,7,Delhi *,3,North East
2023,Kalameshwar,N.P.,9,Uttar Pradesh,61,Azamgarh
2024,Kalamnuri,N.P.,23,Madhya Pradesh,24,Jhabua
2025,Kalan Wali,M,8,Rajasthan,12,Jaipur
2026,Kalanaur,M,21,Orissa,6,Kendujhar
2027,Kalapatti,M,24,Gujarat,7,Ahmadabad
2028,Kalappanaickenpatti,M.Corp.,8,Rajasthan,15,Jodhpur
2029,Kalara,N.A.C,29,Karnataka,15,Shimoga
2030,Kalavad,N.A.,10,Bihar,7,Araria
2031,Kalavai,C.T.,16,Tripura,1,West Tripura 
2032,Kalayat,N.P.,2,Himachal Pradesh,5,Mandi
2033,Kalghatgi,T.P.,33,Tamil Nadu,4,Vellore
2034,Kali,C.T.,7,Delhi *,9,South
2035,Kali Chhapar,C.T.,18,Assam,13,Dhemaji
2036,Kaliaganj,C.T.,20,Jharkhand,12,Dhanbad
2037,Kalikapur,N.T.A,11,Sikkim,3,South
2038,Kalimpong,O.G.,18,Assam,17,Jorhat
2039,Kalinagar,M.B.,5,Uttaranchal,2,Chamoli
2040,Kalinjur,M,24,Gujarat,12,Junagadh
2041,Kaliyakkavilai,C.T.,19,West Bengal,7,Murshidabad 
2042,Kalka,N.P.,23,Madhya Pradesh,2,Morena
2043,Kalladaikurichi,N.A.C.,1,Jammu & Kashmir,13,Jammu
2044,Kallakkurichi,N.P.,9,Uttar Pradesh,6,Jyotiba Phule Nagar
2045,Kallakudi,N.P.,2,Himachal Pradesh,11,Shimla
2046,Kalliasseri,C.T.,3,Punjab,1,Gurdaspur
2047,Kallukuttam,M,20,Jharkhand,18,Purbi Singhbhum
2048,Kallur,M.C.,6,Haryana,9,Jind
2049,Kalna,M,24,Gujarat,12,Junagadh
2050,Kalol,N.A.C.,21,Orissa,26,Kalahandi
2051,Kalol INA,M.Cl.,27,Maharashtra,25,Pune
2052,Kalpetta,C.B.,2,Himachal Pradesh,11,Shimla
2053,Kalpi,N.P.,9,Uttar Pradesh,18,Mainpuri
2054,Kalugumalai,C.T.,27,Maharashtra,34,Kolhapur
2055,Kalundre,N.P.,9,Uttar Pradesh,39,Mahoba
2056,Kalyan-Dombivali,N.P.,9,Uttar Pradesh,25,Hardoi
2057,Kalyandurg,N.P.,9,Uttar Pradesh,19,Budaun
2058,Kalyani,N.P.,9,Uttar Pradesh,69,Mirzapur
2059,Kamakshyanagar,C.T.,5,Uttaranchal,12,Udham Singh Nagar
2060,Kamalapuram,C.T.,19,West Bengal,6,Maldah 
2061,Kamalganj,C.T.,32,Kerala,2,Kannur
2062,Kamalpur,C.T.,32,Kerala,8,Ernakulam
2063,Kaman,T.P.,33,Tamil Nadu,28,Toothukudi
2064,Kamareddy,T.P.,33,Tamil Nadu,5,Dharmapuri
2065,Kamarhati,N.P.,9,Uttar Pradesh,35,Jalaun 
2066,Kamayagoundanpatti,T.P.,33,Tamil Nadu,30,Kanniyakumari
2067,Kambainallur,T.P.,33,Tamil Nadu,8,Salem
2068,Kambam,M,33,Tamil Nadu,29,Tirunelveli
2069,Kampil,M,24,Gujarat,4,Mahesana
2070,Kampli,N.P.,9,Uttar Pradesh,49,Sultanpur
2071,Kamptee,M,28,Andhra Pradesh,22,Anantapur
2072,Kampur Town,C.T.,32,Kerala,2,Kannur
2073,Kamuthi,C.T.,24,Gujarat,22,Surat
2074,Kanad,C.T.,32,Kerala,8,Ernakulam
2075,Kanadukathan,T.M.C,29,Karnataka,17,Chikmagalur
2076,Kanaipur,M.Cl.,27,Maharashtra,34,Kolhapur
2077,Kanakapura,M,28,Andhra Pradesh,1,Adilabad
